Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
09/12/2017,Cash,Food,Lunch,Catering Service,85,Expense,RM
08/12/2017,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408,Expense,RM
07/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,RM
07/12/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/12/2017,Saving Bank account 1,Food,Lunch,Catering Service,125,Expense,RM
05/12/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100,Expense,RM
05/12/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
05/12/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/12/2017,Saving Bank account 1,Food,fruits,,120,Expense,RM
04/12/2017,Recurring Deposit,Maturity amount,,Premature closure of RD3 & RD4,14086,Income,RM
04/12/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
04/12/2017,Saving Bank account 1,Food,Bread,,35,Expense,RM
04/12/2017,Cash,Food,snacks,Amul butter,50,Expense,RM
04/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,RM
04/12/2017,Saving Bank account 1,subscription,Newspaper,,110,Expense,RM
03/12/2017,Cash,Food,snacks,Shev Puri,30,Expense,RM
03/12/2017,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290,Expense,RM
03/12/2017,Cash,Other,,2 kg soil,20,Expense,RM
03/12/2017,Cash,Beauty,grooming,hair cut+shaving,160,Expense,RM
02/12/2017,Saving Bank account 1,Food,Ice cream,chocobar,35,Expense,RM
02/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69,Expense,RM
01/12/2017,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),125,Expense,RM
01/12/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
01/12/2017,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,RM
01/12/2017,Cash,maid,,,2000,Expense,RM
01/12/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000,Savings,RM
01/12/2017,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,100000,Savings,RM
01/12/2017,Saving Bank account 1,Public Provident Fund,,,40000,Investment,RM
01/12/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/12/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
30/11/2017 20:20,Saving Bank account 1,Health,Medicine,5 Meftal spas,22,Expense,RM
30/11/2017 20:20,Saving Bank account 1,Health,Health,Glasses remaining,800,Expense,RM
30/11/2017 20:20,Credit Card,Health,Health,Family's Glasses,22700,Expense,RM
30/11/2017 16:56,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
30/11/2017 16:17,Saving Bank account 1,Saving Bank account 2,,,77.33,Savings,RM
30/11/2017 8:55,Cash,Family,Pocket money,Change,50,Expense,RM
30/11/2017 8:15,Saving Bank account 1,Salary,,From workplace ,64636,Income,RM
28/11/2017 17:35,Saving Bank account 1,Food,Bread,Sweet bread cake pav kg,90,Expense,RM
28/11/2017 17:35,Saving Bank account 1,Food,Eggs,6 eggs,42,Expense,RM
28/11/2017 17:35,Saving Bank account 1,Food,Bread,,18,Expense,RM
28/11/2017 17:35,Saving Bank account 1,Food,vegetables,,140,Expense,RM
28/11/2017 8:30,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,RM
27/11/2017 21:05,Saving Bank account 1,Health,Health,Glasses advance,1000,Expense,RM
27/11/2017 21:05,Saving Bank account 1,Gpay Reward,,,7,Income,RM
27/11/2017 16:07,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
27/11/2017 13:39,Cash,Transportation,auto,Place 6 station to  mall,30,Expense,RM
27/11/2017 13:38,Cash,Transportation,Train,1 Place 0 to Place 6,5,Expense,RM
27/11/2017 13:38,Credit Card,Apparel,Footwear,Sandals Hush puppies,2699,Expense,RM
26/11/2017 22:26,Saving Bank account 1,Gpay Reward,,,8,Income,RM
26/11/2017 20:30,Cash,Transportation,auto,eye institute to Place 6 station,40,Expense,RM
26/11/2017 20:30,Credit Card,Health,Medicine,eye drop,159,Expense,RM
26/11/2017 17:29,Cash,Transportation,auto,Place 6 station to eye institute,40,Expense,RM
26/11/2017 17:25,Saving Bank account 1,Health,Hospital,"Routine checkup - eye institute, Place 6",400,Expense,RM
26/11/2017 16:59,Cash,Transportation,Train,1 Place 0 to Place 6 return,10,Expense,RM
25/11/2017 10:25,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156,Expense,RM
25/11/2017 9:29,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,RM
25/11/2017 9:29,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,90,Expense,RM
25/11/2017 8:35,Cash,Food,vegetables,Half kg tomato,10,Expense,RM
24/11/2017 12:22,Credit Card,Culture,Movie,2 PVR Place 6,314,Expense,RM
23/11/2017 12:22,Cash,Food,Bread,Flatbread 8 pcs,23,Expense,RM
23/11/2017 12:22,Cash,Food,Grocery,Dahi + remaining balance,17,Expense,RM
23/11/2017 12:22,Cash,Food,flour mill,3 kg Bajari,21,Expense,RM
23/11/2017 6:16,Saving Bank account 1,Food,Milk,1 lit ,69,Expense,RM
22/11/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Investment,RM
22/11/2017,Saving Bank account 1,Life Insurance,,,11043,Savings,RM
20/11/2017 18:39,Saving Bank account 1,Food,Milk,milk 1lit ,70,Expense,RM
20/11/2017 18:39,Cash,scrap,,,200,Income,RM
19/11/2017 20:23,Saving Bank account 1,Food,snacks,1 Panipuri,20,Expense,RM
19/11/2017 20:23,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
19/11/2017 20:22,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,RM
19/11/2017 20:22,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
19/11/2017 13:58,Credit Card,Culture,Movie,2 PVR Place 6,436,Expense,RM
18/11/2017 20:32,Saving Bank account 1,Food,Eggs,6 eggs,39,Expense,RM
18/11/2017 11:06,Saving Bank account 1,Self-development,,Marathon,950,Expense,RM
18/11/2017 8:04,Saving Bank account 1,Food,Milk,1.5 lit milk ,104,Expense,RM
17/11/2017 22:26,Saving Bank account 1,Food,Ice cream,Vanila family pack,105,Expense,RM
17/11/2017 13:37,Saving Bank account 1,Food,flour mill,4 kg Gehu,28,Expense,RM
16/11/2017 5:55,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,RM
15/11/2017 20:48,Credit Card,Food,Dinner,Home Food Delivery,524,Expense,RM
15/11/2017 20:46,Saving Bank account 1,Education,Stationary,Photo paper print,45,Expense,RM
15/11/2017 20:46,Saving Bank account 1,Food,Bread,brown bread,25,Expense,RM
14/11/2017 22:09,Cash,Food,fruits,,125,Expense,RM
14/11/2017 22:08,Cash,Family,Pocket money,,770,Expense,RM
14/11/2017 20:19,Saving Bank account 1,Food,Grocery,vegetables,160,Expense,RM
13/11/2017 20:18,Saving Bank account 1,Food,Milk,milk 1lit varna,70,Expense,RM
13/11/2017 20:17,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,50,Expense,RM
13/11/2017 20:16,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60,Expense,RM
12/11/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
12/11/2017,Credit Card,Food,Dinner,At restaurant,1525,Expense,RM
12/11/2017,Cash,Food,Tea,,12,Expense,RM
12/11/2017,Credit Card,Household,Appliances,USB cord,130,Expense,RM
12/11/2017,Cash,Household,Appliances,Screwdriver 2,120,Expense,RM
12/11/2017,Credit Card,Other,,Shopping at Alfa,3690,Expense,RM
12/11/2017,Cash,Transportation,auto,Place P station to Alfa market,34,Expense,RM
12/11/2017,Cash,Transportation,Train,Place 4 station to Place P return,30,Expense,RM
12/11/2017,Cash,Transportation,Train,Place 0 to Place P return,40,Expense,RM
11/11/2017,Saving Bank account 1,Food,Eggs,6 eggs,39,Expense,RM
11/11/2017,Saving Bank account 1,Food,Milk,Half lit  milk,26,Expense,RM
10/11/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/11/2017,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,72,Expense,RM
09/11/2017,Cash,Household,Toiletries,Colgate max fresh small,20,Expense,RM
09/11/2017,Saving Bank account 1,Health,Medicine,Acne Star cream,100,Expense,RM
09/11/2017,Saving Bank account 1,Food,Lunch,Bhendi bhaji,40,Expense,RM
09/11/2017,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,RM
08/11/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
08/11/2017,Saving Bank account 1,Food,fruits,1 kg apple,130,Expense,RM
07/11/2017,Saving Bank account 1,Food,Milk,1 lit ,70,Expense,RM
07/11/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/11/2017,Cash,Food,Eggs,6 eggs,39,Expense,RM
05/11/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,RM
05/11/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,200,Expense,RM
05/11/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
03/11/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000,Savings,RM
03/11/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
02/11/2017,Cash,Food,snacks,2 pavwada,20,Expense,RM
02/11/2017,Cash,Other,,Dambar goli 2 packets ( Naphthalene balls),130,Expense,RM
01/11/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
01/11/2017,Saving Bank account 1,Salary,,From workplace ,78298,Income,RM
01/11/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/11/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/11/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/11/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
29/10/2017 22:56,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
29/10/2017 22:24,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
27/10/2017 12:55,Cash,Transportation,auto,Permanent Residence to bus stand,40,Expense,RM
26/10/2017 19:24,Cash,Transportation,auto,within city,50,Expense,RM
25/10/2017 21:51,Saving Bank account 1,Petty cash,,From Family,3000,Income,RM
24/10/2017 18:27,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
24/10/2017 10:58,Cash,Food,snacks,Dahi,10,Expense,RM
23/10/2017 21:28,Cash,Household,Toiletries,Shampoo sachets,9,Expense,RM
23/10/2017 19:00,Cash,Apparel,Footwear,Slippers,220,Expense,RM
23/10/2017 18:54,Cash,Household,Toiletries,Dettol liquid handwash refill,99,Expense,RM
23/10/2017 11:03,Cash,Household,Kitchen,flour mill,27,Expense,RM
23/10/2017 4:23,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,191,Expense,RM
22/10/2017 18:35,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,50,Expense,RM
22/10/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Investment,RM
21/10/2017 21:32,Credit Card,Other,,ipad cover + case,1888,Expense,RM
21/10/2017 19:30,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33,Expense,RM
21/10/2017 13:43,Cash,maid,,,2000,Expense,RM
20/10/2017 23:03,Saving Bank account 1,Gift,,farewell contribution,200,Expense,RM
19/10/2017 21:44,Cash,Food,snacks,Gupta bhel,25,Expense,RM
18/10/2017 19:24,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333,Expense,RM
18/10/2017 19:16,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231,Expense,RM
17/10/2017 13:18,Saving Bank account 1,Petty cash,,From Family,3000,Income,RM
13/10/2017 12:33,Cash,Family,Pocket money,,70,Expense,RM
11/10/2017,Saving Bank account 1,Equity Mutual Fund D,,Lumpsum,10000,Investment,RM
11/10/2017,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,658.6,Expense,RM
10/10/2017,Cash,Household,Kitchen,flour mill,14,Expense,RM
10/10/2017,Saving Bank account 1,Share Market,,Stock market,150000,Investment,RM
10/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/10/2017,Cash,Food,fruits,,230,Expense,RM
09/10/2017,Cash,Food,Grocery,vegetables,280,Expense,RM
09/10/2017,Saving Bank account 1,subscription,Wifi Internet Service,1 Year Plan (40mbps + UL+ 3 Months Free),5640,Expense,RM
08/10/2017,Credit Card,Gift,,For Friend,6500,Expense,RM
08/10/2017,Credit Card,Family,clothes,Fab India,3198,Expense,RM
07/10/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/10/2017,Saving Bank account 1,Health,Medicine,,468,Expense,RM
05/10/2017,Saving Bank account 1,Other,,account opening fee,200,Expense,RM
05/10/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/10/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
04/10/2017,Saving Bank account 1,Health,Medicine,Boroline + band aid,50,Expense,RM
04/10/2017,Cash,Family,Pocket money,,400,Expense,RM
02/10/2017,Cash,maid,,,2000,Expense,RM
01/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/10/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/10/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
30/09/2017 20:24,Saving Bank account 1,Health,Medicine,Candid dusting powder,59,Expense,RM
30/09/2017 20:23,Saving Bank account 1,Food,Grocery,vegetables,135,Expense,RM
30/09/2017 20:22,Cash,Food,Grocery,vegetables,30,Expense,RM
30/09/2017 17:03,Cash,Household,Kitchen,Cooktop installation+ base,600,Expense,RM
30/09/2017 10:12,Saving Bank account 1,Salary,,From workplace ,61578,Income,RM
30/09/2017 7:40,Saving Bank account 1,Interest,,interest paid,778,Income,RM
29/09/2017 21:53,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,60,Expense,RM
29/09/2017 21:53,Cash,Food,snacks,Gupta bhel,25,Expense,RM
29/09/2017 21:53,Cash,Food,Ice cream,Vanila cup,10,Expense,RM
29/09/2017 21:52,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21,Expense,RM
28/09/2017 18:32,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,215,Expense,RM
28/09/2017 16:58,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388,Expense,RM
27/09/2017 15:55,Saving Bank account 1,Gpay Reward,,,6,Income,RM
27/09/2017 15:53,Saving Bank account 1,Gift,,farewell contribution,334,Expense,RM
25/09/2017 17:57,Saving Bank account 1,Food,fruits,half kg chiku,30,Expense,RM
25/09/2017 17:56,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300,Expense,RM
24/09/2017 21:05,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
24/09/2017 21:05,Cash,Transportation,Train,Place 0 to WS return,10,Expense,RM
24/09/2017 15:58,Credit Card,Culture,Movie,2,560,Expense,RM
24/09/2017 11:36,Cash,Food,Sweets,Half kg pedhe,280,Expense,RM
24/09/2017 11:36,Saving Bank account 1,Beauty,grooming,hair cut,100,Expense,RM
23/09/2017 21:04,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100,Expense,RM
22/09/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Investment,RM
21/09/2017 15:07,Cash,Other,,Umbrella cover repair,10,Expense,RM
21/09/2017 15:06,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,RM
21/09/2017 12:45,Cash,Food,snacks,Vadapav,15,Expense,RM
21/09/2017 12:45,Cash,Food,Tea,,10,Expense,RM
21/09/2017 8:05,Cash,Transportation,Train,Place 0 to dadar return,30,Expense,RM
21/09/2017 7:52,Cash,Family,Pocket money,,70,Expense,RM
20/09/2017 19:14,Saving Bank account 1,Health,Health,Surgical gloves pair,20,Expense,RM
20/09/2017 14:01,Saving Bank account 1,Other,,CSR,100,Expense,RM
20/09/2017 14:01,Cash,Family,Pocket money,,20,Expense,RM
18/09/2017 20:35,Saving Bank account 1,Health,Medicine,,55,Expense,RM
18/09/2017 10:22,Cash,Food,fruits,half kg chiku,60,Expense,RM
18/09/2017 10:22,Cash,Food,fruits,Nariyal,55,Expense,RM
17/09/2017 12:45,Saving Bank account 1,Health,Medicine,,151,Expense,RM
17/09/2017 10:50,Saving Bank account 1,Food,Bread,,35,Expense,RM
17/09/2017 10:50,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,RM
15/09/2017 22:32,Cash,Food,Dinner,Sugaran Kitchen,60,Expense,RM
15/09/2017 13:32,Saving Bank account 1,Food,Lunch,,130,Expense,RM
15/09/2017 11:48,Cash,Food,fruits,Nariyal,55,Expense,RM
15/09/2017 11:48,Saving Bank account 1,Health,Medicine,,373,Expense,RM
15/09/2017 11:47,Saving Bank account 1,Health,Hospital,Doctor Fees,150,Expense,RM
15/09/2017 11:46,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400,Expense,RM
15/09/2017 9:56,Saving Bank account 1,Food,Tea,2 tea parcel,24,Expense,RM
15/09/2017 9:56,Saving Bank account 1,Food,breakfast,2 plates poha,50,Expense,RM
15/09/2017 9:56,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
14/09/2017 6:21,Credit Card,Food,Lunch,,282,Expense,RM
14/09/2017 6:21,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100,Expense,RM
13/09/2017 21:24,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110,Expense,RM
12/09/2017,Saving Bank account 1,Gpay Reward,,,5,Income,RM
12/09/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
11/09/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,RM
11/09/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598,Expense,RM
11/09/2017,Saving Bank account 1,Family,Pocket money,,2500,Expense,RM
11/09/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
11/09/2017,Saving Bank account 1,Food,Grocery,vegetables,285,Expense,RM
11/09/2017,Cash,Transportation,train,Local pass to Family,100,Expense,RM
11/09/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
11/09/2017,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93,Expense,RM
10/09/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/09/2017,Cash,Health,Medicine,V-wash,45,Expense,RM
08/09/2017,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440,Expense,RM
08/09/2017,Cash,Food,flour mill,M D sure 4kg atta,196,Expense,RM
07/09/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/09/2017,Cash,Family,Pocket money,,500,Expense,RM
06/09/2017,Cash,Other,,Pant chain repair,20,Expense,RM
06/09/2017,Saving Bank account 1,Food,snacks,Sweet bread cake 90 + veg puff 2,140,Expense,RM
05/09/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
05/09/2017,Cash,Education,Stationary,Print outs+ Xerox,50,Expense,RM
05/09/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/09/2017,Saving Bank account 1,Food,Ice cream,4 cups (2 Vanilla 2 tutifruity),40,Expense,RM
03/09/2017,Saving Bank account 1,Other,,clock cell,15,Expense,RM
03/09/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,RM
01/09/2017,Cash,maid,,,820,Expense,RM
01/09/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
01/09/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/09/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/09/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/09/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
31/08/2017 16:31,Saving Bank account 2,Other,,Sms charges + GST,17.7,Expense,RM
31/08/2017 10:23,Cash,Household,Toiletries,Odonil,60,Expense,RM
31/08/2017 6:56,Saving Bank account 1,Gpay Reward,,,5,Income,RM
31/08/2017 6:56,Saving Bank account 1,Gpay Reward,,,14,Income,RM
31/08/2017 6:56,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,RM
30/08/2017 21:59,Saving Bank account 1,Health,Medicine,5 Meftal spas,22,Expense,RM
30/08/2017 18:55,Saving Bank account 1,Salary,,From workplace ,61578,Income,RM
29/08/2017 12:03,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640,Expense,RM
28/08/2017 12:06,Cash,Tourism,Trip,Misc expense,200,Expense,RM
28/08/2017 12:06,Cash,Food,snacks,2 chips packets,20,Expense,RM
27/08/2017 4:44,Cash,Tourism,Trip,Misc expense,100,Expense,RM
27/08/2017 4:44,Cash,Health,Medicine,Vicks inhaler,59,Expense,RM
27/08/2017 4:44,Cash,Transportation,auto,market to resort,200,Expense,RM
26/08/2017 22:17,Cash,Food,breakfast,Parle G chota pack,5,Expense,RM
26/08/2017 7:46,Saving Bank account 1,Maturity amount,,FD matured,61754,Income,RM
25/08/2017 5:51,Cash,Health,Medicine,strepsils 13 pills,39,Expense,RM
24/08/2017 22:31,Cash,Transportation,auto,Auto : Mahal to hotel,40,Expense,RM
24/08/2017 22:31,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325,Expense,RM
24/08/2017 16:09,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000,Expense,RM
24/08/2017 16:09,Credit Card,Apparel,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200,Expense,RM
23/08/2017 14:08,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300,Expense,RM
23/08/2017 14:07,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850,Expense,RM
22/08/2017 16:11,Cash,Family,Pocket money,,5000,Expense,RM
22/08/2017 16:11,Cash,Household,Kitchen,Mahanagar Gas connection installation,300,Expense,RM
22/08/2017,Saving Bank account 1,Life Insurance,,,11043,Savings,RM
22/08/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000,Investment,RM
21/08/2017 18:02,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280,Expense,RM
21/08/2017 18:02,Saving Bank account 1,Beauty,grooming,Shaving,50,Expense,RM
21/08/2017 11:59,Saving Bank account 1,Food,Grocery,1.5 kg onions,33,Expense,RM
21/08/2017 11:58,Saving Bank account 1,Beauty,Accessories,Lens cleaner,80,Expense,RM
21/08/2017 11:52,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27,Expense,RM
20/08/2017 21:01,Credit Card,Food,Ice cream,Baskin Robbins,166,Expense,RM
20/08/2017 21:00,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504,Expense,RM
20/08/2017 20:59,Cash,Transportation,auto,BKC to kurla station,60,Expense,RM
20/08/2017 20:58,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361,Expense,RM
20/08/2017 20:58,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25,Expense,RM
20/08/2017 20:57,Cash,Transportation,Train,2 Place 0 to dadar return,60,Expense,RM
20/08/2017 20:57,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
20/08/2017 9:37,Cash,Apparel,Laundry,clothes ironing : Rs 6 per item,48,Expense,RM
20/08/2017 0:08,Credit Card,Other,,Mobile cover moto G5 plus,239,Expense,RM
20/08/2017 0:07,Credit Card,Household,Furniture,Foldable wardrobe,569,Expense,RM
19/08/2017 11:50,Cash,Household,Appliances,2 locks for bags,60,Expense,RM
19/08/2017 11:48,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,217,Expense,RM
18/08/2017 15:33,Cash,Family,Pocket money,,100,Expense,RM
17/08/2017 23:22,Cash,maid,,,1020,Expense,RM
17/08/2017 19:36,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45,Expense,RM
15/08/2017 19:36,Credit Card,Household,Appliances,Wifi Router TP link,1400,Expense,RM
15/08/2017 12:51,Saving Bank account 1,Food,Milk,1.5 lit milk ,99,Expense,RM
14/08/2017 20:03,Credit Card,Household,Appliances,Steam machine,320,Expense,RM
12/08/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665,Expense,RM
11/08/2017,Cash,Gift,,Rakshabandhan ovalini,500,Expense,RM
11/08/2017,Cash,Transportation,Bus,2 CD to Place 1: shivshahi,470,Expense,RM
11/08/2017,Cash,Transportation,auto,within city,100,Expense,RM
11/08/2017,Cash,Transportation,Bus,2 Place 1 to VN,330,Expense,RM
11/08/2017,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60,Expense,RM
10/08/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
10/08/2017,Saving Bank account 1,Gpay Reward,,,3,Income,RM
10/08/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/08/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
09/08/2017,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218,Expense,RM
09/08/2017,Saving Bank account 1,Health,Medicine,Move jel,125,Expense,RM
08/08/2017,Saving Bank account 1,Tourism,Trip,Tours and Travel,43000,Expense,RM
08/08/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
07/08/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
07/08/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,RM
07/08/2017,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,RM
07/08/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/08/2017,Saving Bank account 1,Gpay Reward,,,6,Income,RM
06/08/2017,Cash,Health,Medicine,Vicks VapoRub,22,Expense,RM
06/08/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,RM
06/08/2017,Saving Bank account 1,Food,breakfast,krack Jack biscuits,5,Expense,RM
06/08/2017,Saving Bank account 1,Food,Lunch,5 chapati,25,Expense,RM
05/08/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,909,Expense,RM
05/08/2017,Credit Card,Gift,,Purse on occasion of Rakshabandhan,1145,Expense,RM
05/08/2017,Credit Card,Apparel,Clothing,Family's dresses,989,Expense,RM
05/08/2017,Saving Bank account 1,Health,Medicine,Cinarest,27,Expense,RM
05/08/2017,Cash,Family,Pocket money,Change,100,Expense,RM
05/08/2017,Saving Bank account 1,Health,Hospital,Medical tests - Family,6190,Expense,RM
05/08/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/08/2017,Saving Bank account 1,Gpay Reward,,,11,Income,RM
04/08/2017,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999,Expense,RM
